id,ident,type,name,elevation_ft,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
859,0MD0,heliport,Baltimore Washington Medical Center Heliport,77,US,US-MD,Glen Burnie,0MD0,0,0MD0,"-76.623298645, 39.1375999451"
860,0MD1,small_airport,Taylor Field,75,US,US-MD,Sudlersville,0MD1,0,0MD1,"-75.7927017211914, 39.18730163574219"
861,0MD2,small_airport,Squier Landing Airport,16,US,US-MD,Cobb Island,0MD2,0,0MD2,"-76.867575, 38.287781"
862,0MD3,heliport,The Johns Hopkins Hospital Heliport,260,US,US-MD,Baltimore,0MD3,0,0MD3,"-76.59329986572266, 39.297298431396484"
863,0MD4,small_airport,Pond View Private Airport,47,US,US-MD,Chestertown,0MD4,0,0MD4,"-76.18720245361328, 39.26679992675781"
864,0MD5,heliport,Greater Laurel Beltsville Hospital Heliport,285,US,US-MD,Laurel,0MD5,0,0MD5,"-76.88159942626953, 39.08760070800781"
865,0MD6,small_airport,Walters Airport,750,US,US-MD,Mount Airy,0MD6,0,0MD6,"-77.10579681396484, 39.38119888305664"
866,0MD7,heliport,The Aspen Institute Heliport,20,US,US-MD,Queenstown,0MD7,0,0MD7,"-76.11969757080078, 38.9093017578125"
867,0MD8,heliport,Security Ford Heliport,30,US,US-MD,Arbutus,0MD8,0,0MD8,"-76.67610168457031, 39.24589920043945"
868,0MD9,heliport,Calvert Memorial Hospital Heliport,143,US,US-MD,Prince Frederick,0MD9,0,0MD9,"-76.59660339355469, 38.56100082397461"
869,0ME4,small_airport,Peasley Field,271,US,US-ME,Otis,0ME4,0,0ME4,"-68.474403, 44.742469"
870,0MI0,closed,Sumner Heliport,657,US,US-MI,Grand Rapids,0,0,0,"-85.6659, 42.970001"
871,0MI1,small_airport,Sugar Springs Airpark,940,US,US-MI,Gladwin,0,0,5M6,"-84.4375, 44.140301"
872,0MI2,closed,Stier Airstrip,850,US,US-MI,Glennie,0,0,0,"-83.683296, 44.522202"
873,0MI3,small_airport,Kelleys Airport,1000,US,US-MI,Grayling,0MI3,0,0MI3,"-84.4833984375, 44.633399963378906"
874,0MI4,small_airport,Lesterson-Dempsey Airstrip,1120,US,US-MI,Gwinn,0MI4,0,0MI4,"-87.386496, 46.270198"
875,0MI6,small_airport,Young's Airport,800,US,US-MI,Hulbert,0MI6,0,0MI6,"-85.18399810791016, 46.38750076293945"
876,0MI7,heliport,Four Star Heliport,603,US,US-MI,Carleton,0MI7,0,0MI7,"-83.3593978881836, 42.04309844970703"
877,0MI8,closed,Twin Lakes Airport,1275,US,US-MI,Lewiston,0,0,0,"-84.300001, 44.900002"
878,0MI9,heliport,Henry Ford Hospital Heliport,633,US,US-MI,Detroit,0MI9,0,0MI9,"-83.08439636230469, 42.36750030517578"
879,0MN0,seaplane_base,Winner's Landing Seaplane Base,690,US,US-MN,St Paul Park,0MN0,0,0MN0,"-92.98410034179688, 44.79690170288086"
880,0MN1,small_airport,Brinkman Airport,1020,US,US-MN,St. Peter,0MN1,0,0MN1,"-94.06970214840001, 44.2625007629"
881,0MN2,seaplane_base,Grindstone Lake Seaplane Base,1025,US,US-MN,Sandstone,0MN2,0,0MN2,"-93.00299835205078, 46.13330078125"
882,0MN3,seaplane_base,Lower Hay Lake Seaplane Base,1230,US,US-MN,Jenkins,0MN3,0,0MN3,"-94.2925033569336, 46.677799224853516"
883,0MN4,seaplane_base,Paul's Seaplane Base,1200,US,US-MN,Nisswa,0MN4,0,0MN4,"-94.3031005859375, 46.47719955444336"
884,0MN5,small_airport,Pankratz Airport,1033,US,US-MN,Springfield,0MN5,0,0MN5,"-94.91690063476562, 44.30720138549805"
885,0MN6,small_airport,Matson Field,1365,US,US-MN,Spring Valley,0MN6,0,0MN6,"-92.404296875, 43.662200927734375"
886,0MN7,heliport,Ely Bloomenson Community Hospital Heliport,1450,US,US-MN,Ely,0MN7,0,0MN7,"-91.87300109863281, 47.89910125732422"
887,0MN8,closed,Keller Airport,990,US,US-MN,Stillwater,0,0,0,"-92.859398, 45.135799"
888,0MN9,heliport,Triple H Heliport,980,US,US-MN,Big Lake,0MN9,0,0MN9,"-93.71759796142578, 45.31330108642578"
889,0MO0,small_airport,Ferros Ranch-Aero Airport,775,US,US-MO,Clinton,0MO0,0,0MO0,"-93.8501968383789, 38.410301208496094"
890,0MO1,small_airport,Flying G Airport,920,US,US-MO,Creighton,0MO1,0,0MO1,"-94.0947036743164, 38.544498443603516"
891,0MO2,small_airport,Short-N-Ruff Airport,950,US,US-MO,Caledonia,0MO2,0,0MO2,"-90.78009796142578, 37.78670120239258"
892,0MO3,closed,Arvin Ranch Airport,1000,US,US-MO,Drexel,0,0,0,"-94.5933, 38.4403"
893,0MO4,heliport,Bert Walter Berkowitz Heliport,890,US,US-MO,Kansas City,0MO4,0,0MO4,"-94.57379913330078, 39.08530044555664"
894,0MO5,small_airport,Joe D Lewis Airport,780,US,US-MO,Edina,0MO5,0,0MO5,"-92.1001968383789, 40.133399963378906"
895,0MO6,small_airport,Hall Airport,850,US,US-MO,Edina,0MO6,0,0MO6,"-92.26689910888672, 40.11669921875"
896,0MO7,heliport,St Joseph Hospital West Heliport,531,US,US-MO,Lake Saint Louis,0MO7,0,0MO7,"-90.77629852294922, 38.80329895019531"
897,0MO8,small_airport,Sloan's Airport,437,US,US-MO,Elsberry,0MO8,0,0MO8,"-90.73680114746094, 39.14059829711914"
898,0MO9,heliport,Emerson Heliport,575,US,US-MO,Ferguson,0MO9,0,0MO9,"-90.27839660644531, 38.72949981689453"
899,0MS0,small_airport,Topton Air Estates Airport,453,US,US-MS,Meridian,0MS0,0,0MS0,"-88.61669921875, 32.474998474121094"
900,0MS1,small_airport,Franklin Field,200,US,US-MS,Meadville,0MS1,0,0MS1,"-90.90290069580078, 31.425199508666992"
901,0MS2,small_airport,Morgan Field,300,US,US-MS,Seminary,0MS2,0,0MS2,"-89.3917007446289, 31.541799545288086"
902,0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,430,US,US-MS,Oxford,0MS3,0,0MS3,"-89.51899719238281, 34.347801208496094"
903,0MS4,heliport,Sheriff's Courthouse Heliport,50,US,US-MS,Gulfport,0MS4,0,0MS4,"-89.08619689941406, 30.375999450683594"
904,0MS5,small_airport,Lewis Air Service Airport,120,US,US-MS,Leland,0MS5,0,0MS5,"-90.91680145263672, 33.39179992675781"
905,0MS6,heliport,Levert Heliport,25,US,US-MS,Pass Christian,0MS6,0,0MS6,"-89.2344970703125, 30.301300048828125"
906,0MS7,small_airport,Hale Field,346,US,US-MS,Pontotoc,0MS7,0,0MS7,"-89.14309692382812, 34.34260177612305"
907,0MS8,small_airport,Catfish Point Airport,154,US,US-MS,Benoit,0MS8,0,0MS8,"-91.16510009765625, 33.69929885864258"
908,0MS9,small_airport,Shenandoah Valley Farms Airport,300,US,US-MS,Houston,0MS9,0,0MS9,"-89.02729797363281, 33.80070114135742"
909,0MT1,small_airport,Williams Field,4070,US,US-MT,Augusta,0MT1,0,0MT1,"-112.39099884033203, 47.497501373291016"
910,0MT2,heliport,Big Sandy Medical Center Heliport,2750,US,US-MT,Big Sandy,0MT2,0,0MT2,"-110.10900115966797, 48.1796989440918"
911,0MT3,heliport,Stock Farm Heliport,3920,US,US-MT,Hamilton,0MT3,0,0MT3,"-114.06700134277344, 46.25080108642578"
912,0MT4,small_airport,Kimp Airport,3510,US,US-MT,Hamilton,0MT4,0,0MT4,"-114.14099884033203, 46.27859878540039"
913,0MT5,small_airport,Cottonwood Airport,3350,US,US-MT,Laurel,0MT5,0,0MT5,"-108.8489990234375, 45.63420104980469"
914,0MT6,small_airport,Hanson Airport,3900,US,US-MT,Marion,0MT6,0,0MT6,"-114.67900085449219, 48.04059982299805"
915,0MT7,small_airport,Pinehurst Ranch Airport,2460,US,US-MT,Thompson Falls,0MT7,0,0MT7,"-115.40399932861328, 47.66080093383789"
916,0MT8,heliport,Glacier Heli Tours Heliport,3300,US,US-MT,West Glacier,0MT8,0,0MT8,"-113.99800109863281, 48.486698150634766"
917,0MT9,small_airport,Lone Hawk Airport,3284,US,US-MT,White Fish,0MT9,0,0MT9,"-114.49299621582031, 48.483299255371094"
918,0MU0,small_airport,Eagle Field,784,US,US-MO,Ellington,0MU0,0,0MU0,"-91.09359741210938, 37.23469924926758"
919,0MU1,small_airport,Sunderland Airport,1027,US,US-MO,Avilla,0MU1,0,0MU1,"-94.17389678955078, 37.246700286865234"
920,0MU2,heliport,Christian Hospital Northeast Heliport,520,US,US-MO,Florissant,0MU2,0,0MU2,"-90.23899841308594, 38.77450180053711"
921,0MU3,heliport,Hannibal Regional Hospital Heliport,744,US,US-MO,Hannibal,0MU3,0,0MU3,"-91.45069885253906, 39.71120071411133"
922,0MU4,small_airport,Slaughter Airport,800,US,US-MO,Marceline,0MU4,0,0MU4,"-92.86689758300781, 39.6161003112793"
923,0MU5,heliport,Holden Heliport,865,US,US-MO,Holden,0MU5,0,0MU5,"-93.99440002441406, 38.71969985961914"
924,0MU6,heliport,Bradbury-Rolf Memorial Heliport,815,US,US-MO,Higginsville,0MU6,0,0MU6,"-93.73590087890625, 39.073299407958984"
925,0MU7,small_airport,Lambs Field,1070,US,US-MO,Lone Jack,0MU7,0,0MU7,"-94.13970184326172, 38.875"
926,0MU8,small_airport,Prince STOLport,582,US,US-MO,Millersville,0MU8,0,0MU8,"-89.75900268554688, 37.43870162963867"
927,0MU9,small_airport,RPM Airport,1282,US,US-MO,Fair Grove,0MU9,0,0MU9,"-93.164084, 37.337894"
928,0MY0,heliport,Kenyon Heliport,1500,US,US-MN,Kenyon,0MY0,0,0MY0,"-92.94329833984375, 44.333900451660156"
929,0MY1,heliport,Bozeman Deaconess Hospital Heliport,4925,US,US-MT,Bozeman,0MY1,0,0MY1,"-111.01899719238281, 45.66999816894531"
930,0N0,small_airport,Roosterville Airport,1004,US,US-MO,Liberty,0N0,0,0N0,"-94.44219970703125, 39.291099548339844"
931,0N4,small_airport,Chandelle Airport,22,US,US-DE,Dover,0,0,0N4,"-75.485497, 39.202301"
932,0N5,heliport,Deldot Helistop,30,US,US-DE,Dover,0N5,0,0N5,"-75.50489807128906, 39.149600982666016"
933,0N6,small_airport,Albanna Aviation Airport,50,US,US-DE,Felton,0,0,0N6,"-75.533501, 39.012602"
934,0NA1,small_airport,Goerger Airport,1045,US,US-ND,Barney,0NA1,0,0NA1,"-97.03759765625, 46.24549865722656"
935,0NA5,small_airport,Sorlie Airport,1580,US,US-ND,Maddock,0NA5,0,0NA5,"-99.56289672851562, 48.0010986328125"
936,0NA9,small_airport,Boyd's Turf Airport,2750,US,US-ND,Golva,0NA9,0,0NA9,"-103.8010025024414, 46.75"
937,0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,106,US,US-NC,Goldsboro,0NC0,0,0NC0,"-77.94969940185547, 35.398799896240234"
938,0NC1,small_airport,Bearwallow Farm Airport,3608,US,US-NC,Hendersonville,0NC1,0,0NC1,"-82.37539672851562, 35.45709991455078"
939,0NC2,heliport,Moore Regional Hospital Heliport,460,US,US-NC,Pinehurst,0NC2,0,0NC2,"-79.45670318603516, 35.204898834228516"
940,0NC3,heliport,Washington County Hospital Heliport,19,US,US-NC,Plymouth,0NC3,0,0NC3,"-76.69969940185547, 35.87519836425781"
941,0NC4,heliport,Wake Medical Center Heliport,245,US,US-NC,Raleigh,0NC4,0,0NC4,"-78.58580017089844, 35.786800384521484"
942,0NC5,heliport,Nash General Hospital Heliport,156,US,US-NC,Rocky Mount,0NC5,0,0NC5,"-77.78919982910156, 35.91889953613281"
943,0NC6,heliport,Our Community Hospital Heliport,113,US,US-NC,Scotland Neck,0NC6,0,0NC6,"-77.41889953613281, 36.13130187988281"
944,0NC7,small_airport,Lindsay Airport,700,US,US-NC,Madison,0NC7,0,0NC7,"-79.99749755859375, 36.357200622558594"
945,0NC8,small_airport,Flying S Ranch Airport,830,US,US-NC,Cleveland,0NC8,0,0NC8,"-80.735298, 35.755699"
946,0NC9,heliport,Maria Parham Health DLP Affiliate Heliport,465,US,US-NC,Henderson,0NC9,0,0NC9,"-78.449699, 36.3307"
947,0ND0,small_airport,Gilbertson Field,1550,US,US-ND,Flora,0ND0,0,0ND0,"-99.40039825439453, 47.92919921875"
948,0ND6,small_airport,Schumacher Strip,2020,US,US-ND,Hague,0ND6,0,0ND6,"-99.91709899902344, 46.05500030517578"
949,0ND7,small_airport,Saville Private Airport,1961,US,US-ND,Hazelton,0ND7,0,0ND7,"-100.1050033569336, 46.465301513671875"
950,0NE0,small_airport,Merrihew Airport,3815,US,US-NE,Ashby,0NE0,0,0NE0,"-101.94999694824219, 41.849998474121094"
951,0NE1,small_airport,Runner Landing Area Airport,3760,US,US-NE,Ashby,0NE1,0,0NE1,"-101.93199920654297, 42.40719985961914"
952,0NE2,small_airport,Merry Airport,3791,US,US-NE,Ashby,0NE2,0,0NE2,"-101.91699981689453, 41.866600036621094"
953,0NE3,heliport,Syracuse Hospital Heliport,1120,US,US-NE,Syracuse,0NE3,0,0NE3,"-96.1864013671875, 40.667198181152344"
954,0NE4,heliport,Franklin County Memorial Hospital Heliport,1950,US,US-NE,Franklin,0NE4,0,0NE4,"-98.95040130615234, 40.097198486328125"
955,0NE5,small_airport,Newman Airport,3525,US,US-NE,Big Springs,0NE5,0,0NE5,"-102.01799774169922, 41.02109909057617"
956,0NE6,small_airport,Frager Field,1765,US,US-NE,Fairfield,0NE6,0,0NE6,"-98.07060241699219, 40.43330001831055"
957,0NH7,heliport,Leinsing Heliport,10,US,US-NH,Dover,0NH7,0,0NH7,"-70.846902, 43.151831"
958,0NJ0,heliport,Atlantic City Medical Center Heliport,82,US,US-NJ,Atlantic City,0NJ0,0,0NJ0,"-74.4346717, 39.3589702498"
959,0NJ1,heliport,Berkeley Township Police Heliport,54,US,US-NJ,Bayville,0NJ1,0,0NJ1,"-74.23490142822266, 39.90729904174805"
960,0NJ2,heliport,Ballymere Heliport,280,US,US-NJ,Morristown,0NJ2,0,0NJ2,"-74.43990325927734, 40.752899169921875"
961,0NJ3,heliport,Mount Holly Heliport,45,US,US-NJ,Mount Holly,0NJ3,0,0NJ3,"-74.79959869384766, 39.966800689697266"
962,0NJ4,heliport,Weichert Headquarters Heliport,103,US,US-NJ,Morris Plains,0NJ4,0,0NJ4,"-74.46150207519531, 40.94070053100586"
963,0NJ5,small_airport,Fla-Net Airport,1040,US,US-NJ,Netcong,0NJ5,0,0NJ5,"-74.70570373535156, 40.88589859008789"
964,0NJ6,small_airport,Dix Field,8,US,US-NJ,Linwood,0NJ6,0,0NJ6,"-74.63289642333984, 39.31679916381836"
965,0NJ7,heliport,Essex Generating Station Heliport,8,US,US-NJ,Newark,0NJ7,0,0NJ7,"-74.118896484375, 40.73780059814453"
966,0NJ8,heliport,Port Newark Helistop,10,US,US-NJ,Newark,0NJ8,0,0NJ8,"-74.15070343017578, 40.702301025390625"
967,0NJ9,heliport,Jersey Tpke New Brunswick Helistop,70,US,US-NJ,New Brunswick,0NJ9,0,0NJ9,"-74.40789794921875, 40.477298736572266"
968,0NK0,small_airport,Berdick Field,1690,US,US-NY,Cattaraugus,0NK0,0,0NK0,"-78.79090118408203, 42.33399963378906"
969,0NK1,small_airport,Spring Brook Airport,450,US,US-NY,Central Square,0NK1,0,0NK1,"-76.22019958496094, 43.361698150634766"
970,0NK2,small_airport,Westwind Farm Airport,800,US,US-NY,Charlton,0NK2,0,0NK2,"-74.01619720458984, 42.9833984375"
971,0NK3,small_airport,Seven Gullies Airport,600,US,US-NY,Groveland,0NK3,0,0NK3,"-77.79219818115234, 42.695899963378906"
972,0NK4,heliport,Medical Center Heliport,80,US,US-NY,Hempstead,0NK4,0,0NK4,"-73.55370330810547, 40.72589874267578"
973,0NK5,closed,Mid-Hudson Helicopter Service Heliport,270,US,US-NY,Hopewell Junction,0,0,0,"-73.827599, 41.606201"
974,0NK6,small_airport,Lapeer Flyer Airport,1280,US,US-NY,Marathon,0NK6,0,0NK6,"-76.08879852294922, 42.43840026855469"
975,0NK7,heliport,Ibm King St Heliport,470,US,US-NY,Armonk,0NK7,0,0NK7,"-73.7260971069336, 41.102500915527344"
976,0NK8,small_airport,Rocky Reef Farm Airport,450,US,US-NY,Attlebury,0NK8,0,0NK8,"-73.67040252685547, 41.9208984375"
977,0NK9,closed,Lakeview Airport,1050,US,US-NY,Chittenango,0,0,0,"-75.826006, 43.009449"
978,0NM0,small_airport,Columbus Airport,4024,US,US-NM,Columbus,0NM0,0,0NM0,"-107.629924, 31.823898"
979,0NM7,small_airport,Negrito Airstrip,8143,US,US-NM,Reserve,0NM7,0,0NM7,"-108.54299926757812, 33.52090072631836"
980,0NV1,heliport,Summerlin Medical Center Heliport,2745,US,US-NV,Las Vegas,0NV1,0,0NV1,"-115.3010025024414, 36.193599700927734"
981,0NY0,small_airport,Bennetts Airport,1040,US,US-NY,North Creek,0NY0,0,0NY0,"-73.98290252685547, 43.70009994506836"
982,0NY1,small_airport,Russell Field,260,US,US-NY,Northumberland,0NY1,0,0NY1,"-73.6531982421875, 43.139198303222656"
983,0NY3,small_airport,Kermizian Airport,1440,US,US-NY,Ohio,0NY3,0,0NY3,"-74.93209838867188, 43.31399917602539"
984,0NY5,heliport,State Police Troop D Heliport,507,US,US-NY,Oneida,0NY5,0,0NY5,"-75.64959716796875, 43.094200134277344"
985,0NY6,heliport,New York State Police Heliport,600,US,US-NY,Auburn,0NY6,0,0NY6,"-76.6155014038086, 42.92839813232422"
986,0NY7,small_airport,Murphys Landing Strip,940,US,US-NY,Perth,0NY7,0,0NY7,"-74.1843032836914, 43.037601470947266"
987,0NY8,small_airport,Wenskoski Field,800,US,US-NY,Perth,0NY8,0,0NY8,"-74.24539947509766, 42.99729919433594"
988,0O0,seaplane_base,San Luis Reservoir Seaplane Base,544,US,US-CA,Los Banos,0O0,0,0O0,"-121.1259994506836, 37.05830001831055"
989,0O4,small_airport,Corning Municipal Airport,292,US,US-CA,Corning,0O4,0,0O4,"-122.1709976196289, 39.943599700927734"
990,0O9,small_airport,Ward Field,356,US,US-CA,Gasquet,0O9,0,0O9,"-123.98500061035156, 41.845699310302734"
991,0OA2,heliport,"Cleveland Clinic, Medina Hospital Heliport",983,US,US-OH,Medina,0OA2,0,0OA2,"-81.836745, 41.137029"
992,0OH1,heliport,Cirino Heliport,1250,US,US-OH,Chagrin Falls,0OH1,0,0OH1,"-81.32759857177734, 41.44390106201172"
993,0OH2,closed,Jenkins Field,1080,US,US-OH,North Hampton,0,0,0,"-83.911598, 39.970604"
994,0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,865,US,US-OH,Forest Park,0OH3,0,0OH3,"-84.564697265625, 39.27920150756836"
995,0OH4,heliport,Upper Valley Medical Center Heliport,867,US,US-OH,Troy,0OH4,0,0OH4,"-84.228562, 40.085621"
996,0OH6,small_airport,Fry Field,775,US,US-OH,Spring Valley,0OH6,0,0OH6,"-84.01969909667969, 39.60060119628906"
997,0OH7,small_airport,Apple Airport,1000,US,US-OH,Piqua,0OH7,0,0OH7,"-84.1718978881836, 40.1432991027832"
998,0OH8,small_airport,Fry Airport,900,US,US-OH,Piqua,0OH8,0,0OH8,"-84.256103515625, 40.18840026855469"
999,0OH9,closed,Parknavy Airport,943,US,US-OH,Plain City,0,0,0,"-83.229897, 40.0717"
1000,0OI0,heliport,Foltz Heliport,1012,US,US-OH,East Canton,0OI0,0,0OI0,"-81.2468032836914, 40.73590087890625"
1001,0OI1,closed,Autolite Heliport,759,US,US-OH,Fostoria,0,0,0,"-83.415199, 41.179199"
1002,0OI2,small_airport,Unger Field,940,US,US-OH,Greenfield,0OI2,0,0OI2,"-83.4177017211914, 39.359798431396484"
1003,0OI3,small_airport,Galloway Airport,643,US,US-OH,Sandusky,0OI3,0,0OI3,"-82.71610260009766, 41.38209915161133"
